Nodes,Betweenness,PR,In-Degree,Out-Degree,In-Strength,Out-Strength,In-Harmonic,Out-Harmonic
1,0.33613445378151263,0.15802747088747335,0.42857142857142855,0.5142857142857142,0.4643751042603463,0.07928462533556302,13.97097839899564,122.479019347087
4,0.0,0.007430738498961757,0.02857142857142857,0.0,0.0007928462533556306,0.0,24.190835904451156,85.67129770764436
83,0.0,0.07851758264444171,0.08571428571428572,0.02857142857142857,0.016786468950357143,0.0007928462533556306,0.0,17.554075783613904
3,0.07142857142857144,0.0379762826411112,0.05714285714285714,0.2571428571428571,0.027605465003200592,0.10129294374767625,66.96079910593646,36.99731052257965
5,0.0,0.01011720759986991,0.02857142857142857,0.0,0.0023785387600668917,0.0,105.3982218842339,158.27024539313913
88,0.0,0.009655629103051528,0.05714285714285714,0.0,0.003554138377111447,0.0,25.955541786804098,0.0
85,0.019327731092436976,0.017657706938336765,0.08571428571428572,0.05714285714285714,0.013378969848944698,0.008885345942778618,0.0,6.857142857142857
62,0.0,0.007430738498961757,0.02857142857142857,0.0,0.0007928462533556306,0.0,132.30275201749663,47.795741413497275
9,0.0,0.0809638512940818,0.08571428571428572,0.02857142857142857,0.022910522769379944,0.008885345942778618,0.0,1.5
2,0.0,0.013369990151860472,0.05714285714285714,0.02857142857142857,0.005741300455333877,0.01066241513133434,0.0,17.554075783613904
6,0.0,0.012803676700778064,0.02857142857142857,0.02857142857142857,0.003964231266778153,0.007108276754222894,47.304896018524516,52.1236713436533
8,0.0,0.007430738498961757,0.02857142857142857,0.0,0.0007928462533556306,0.0,0.0,17.554075783613904
55,0.0,0.0060875039485076814,0.0,0.02857142857142857,0.0,0.0017770691885557236,0.0,4.8
76,0.0773109243697479,0.0857066789185093,0.08571428571428572,0.14285714285714285,0.048099339370241585,0.030210176205447303,16.00014506566231,0.0
34,0.0,0.0060875039485076814,0.0,0.02857142857142857,0.0,0.0017770691885557236,35.08348826838178,0.0
11,0.014285714285714287,0.007430738498961757,0.02857142857142857,0.05714285714285714,0.0007928462533556306,0.07116738988454112,47.80994652357502,41.587271740645065
12,0.0033613445378151263,0.11516228861802648,0.14285714285714285,0.02857142857142857,0.12493334901361451,0.002454047927053142,14.937645065662307,0.0
14,0.0,0.008773973049415833,0.02857142857142857,0.0,0.0015856925067112611,0.0,72.99560373387317,5.0
18,0.0,0.0060875039485076814,0.0,0.02857142857142857,0.0,0.014724287562318852,14.937645065662307,0.0
17,0.0,0.0060875039485076814,0.0,0.02857142857142857,0.0,0.002454047927053142,13.0,1.0
19,0.0,0.01838153228227419,0.11428571428571428,0.05714285714285714,0.01016119048840837,0.054970673565990384,37.70449607302092,42.19638471916981
78,0.019327731092436976,0.058781172569336584,0.05714285714285714,0.05714285714285714,0.03004862446103314,0.027485336782995192,14.76504643482037,0.0
77,0.0,0.034084821859754026,0.05714285714285714,0.05714285714285714,0.01941106344422406,0.048099339370241585,0.0,74.58854650172229
87,0.008403361344537816,0.008773973049415833,0.02857142857142857,0.08571428571428572,0.0015856925067112611,0.07027500882015816,31.920801686972307,14.611413320952197
20,0.0,0.007829884578539096,0.02857142857142857,0.02857142857142857,0.019632383416425137,0.02342500294005272,105.9278980546556,72.90187105904958
22,0.0,0.10398694810155085,0.02857142857142857,0.02857142857142857,0.002454047927053142,0.004685000588010544,14.937645065662307,0.0
74,0.0,0.0077864443017549075,0.02857142857142857,0.02857142857142857,0.00533120756566717,0.004685000588010544,0.0,1.5
79,0.0,0.016618351453664512,0.05714285714285714,0.02857142857142857,0.005212736286430123,0.01405500176403163,25.967658368834286,0.0
69,0.0,0.0060875039485076814,0.0,0.02857142857142857,0.0,0.051535006468115985,0.0,74.58854650172229
61,0.0,0.014658182694254143,0.02857142857142857,0.0,0.003554138377111447,0.0,14.435099201493024,24.469205233123652
68,0.0,0.0060875039485076814,0.0,0.02857142857142857,0.0,0.051535006468115985,195.72250372578242,124.70741758241758
16,0.0,0.0060875039485076814,0.0,0.02857142857142857,0.0,0.051535006468115985,44.19238339696459,1.0
75,0.0,0.0060875039485076814,0.0,0.02857142857142857,0.0,0.051535006468115985,14.937645065662307,0.0
28,0.0,0.007430738498961757,0.02857142857142857,0.0,0.0007928462533556306,0.0,3.6571428571428575,1.0
81,0.0,0.008425122531121518,0.05714285714285714,0.0,0.010162847429376719,0.0,19.9224440756507,48.92790664757564
15,0.0,0.0060875039485076814,0.0,0.02857142857142857,0.0,0.051535006468115985,39.635487078447916,97.33953068240548
