Nodes,Betweenness,PR,In-Degree,Out-Degree,In-Strength,Out-Strength,In-Harmonic,Out-Harmonic
1,0.3659274193548387,0.13793397331112292,0.3125,0.8125,1.2039358248460723,2.0895725345587604,59.97963334054213,46.41464986115904
4,0.0,0.014664470743242466,0.0,0.03125,0.0,0.02617251793143635,8.571420368972008,73.10619592320964
89,0.0,0.017099188217165377,0.03125,0.03125,0.04339127972843395,0.02617251793143635,17.9525974025974,0.0
83,0.04133064516129032,0.0441452258306599,0.09375,0.21875,0.5496228765601633,0.7720892789773725,54.08450259762913,38.64428771255642
3,0.04133064516129032,0.05921970677530405,0.1875,0.1875,0.6085110419058952,0.6281404303544724,18.933369850545482,0.0
5,0.0,0.030319602608523705,0.0625,0.0,0.08303005688593601,0.0,22.401470368222284,22.80004717635513
48,0.0,0.015575990585696364,0.03125,0.0,0.016245011129857045,0.0,17.2025974025974,21.80004717635513
88,0.0,0.014664470743242466,0.0,0.0625,0.0,0.1570351075886181,18.9525974025974,0.0
85,0.0,0.052122876358471786,0.125,0.0,0.44267655328860445,0.0,16.752597402597402,39.177450384728004
90,0.0,0.017786329526736054,0.0625,0.0,0.13402134182132064,0.0,28.98519235822138,2.0
86,0.04838709677419355,0.048767117337734436,0.09375,0.125,0.5888816534573179,0.27481143828008164,15.556396798321833,0.0
2,0.0,0.02088425319763377,0.03125,0.0625,0.11084831123902454,0.07851755379430905,0.0,13.324636657497102
7,0.0,0.029975996392248908,0.0625,0.0,0.04002855683631442,0.0,14.330802530802531,0.0
6,0.028225806451612902,0.024706432353197187,0.09375,0.0625,0.17320048631097584,0.1570351075886181,28.2429412475076,0.0
8,0.0,0.04718796483936019,0.0625,0.0,0.08082689361178873,0.0,19.47614028483594,47.419114146873326
55,0.0,0.016996889163639204,0.03125,0.0,0.04156811671463421,0.0,0.0,1.0
10,0.0,0.016996889163639204,0.03125,0.0,0.04156811671463421,0.0,46.24097885047381,21.855602731910686
56,0.0,0.01621941635684029,0.03125,0.0,0.027712077809756135,0.0,27.242941247507595,1.0
76,0.0,0.01855183477723703,0.03125,0.0625,0.06928019452439034,0.11777633069146358,18.395238095238096,0.0
9,0.057459677419354836,0.07103737157586265,0.125,0.0625,0.9029518686345541,0.07851755379430905,15.678787878787878,0.0
34,0.0,0.02794561959077367,0.0625,0.0,0.11777633069146358,0.0,39.89577864590652,0.0
35,0.0,0.01613303048941819,0.03125,0.0,0.02617251793143635,0.0,0.0,20.577802815697723
11,0.0,0.016572404382535422,0.03125,0.0625,0.039258776897154526,0.29444082672865896,9.260714285714286,0.0
32,0.0,0.025008500098422225,0.0625,0.0,0.06543129482859088,0.0,10.260714285714286,0.0
84,0.0,0.03068318852790362,0.09375,0.0625,0.45801906380013613,0.39258776897154524,14.330802530802531,0.0
49,0.0,0.01907014998176964,0.03125,0.15625,0.07851755379430905,0.8636930917373995,14.330802530802531,0.0
107,0.0,0.02630979140599961,0.0625,0.0,0.1570351075886181,0.0,29.01666666666667,196.6215134459037
50,0.0,0.01907014998176964,0.03125,0.03125,0.07851755379430905,0.11777633069146358,62.20279266177923,63.797282508691914
99,0.0,0.01781047309096003,0.03125,0.03125,0.039258776897154526,0.11777633069146358,13.830802530802531,17.23322254522036
13,0.0,0.017601590235593913,0.03125,0.03125,0.0523450358628727,0.23555266138292716,20.48867161315674,57.355274567314396
51,0.0,0.014664470743242466,0.0,0.03125,0.0,0.23555266138292716,10.260714285714286,0.0
12,0.0,0.023893594931029043,0.0625,0.0,0.13086258965718175,0.0,9.091129444856435,15.775264659038177
52,0.0,0.030381036683024925,0.09375,0.0,0.2617251793143635,0.0,17.9525974025974,0.0
